timestamp,open,high,low,close,volume
2025-07-02 00:00:00,105637.9,105662.5,105595.5,105662.4,137.114
2025-07-02 00:01:00,105662.5,105699.0,105624.8,105642.3,127.769
2025-07-02 00:02:00,105642.3,105678.9,105642.3,105661.2,42.153
2025-07-02 00:03:00,105661.2,105661.4,105638.6,105654.2,38.78
2025-07-02 00:04:00,105654.3,105673.1,105649.7,105673.0,68.696
2025-07-02 00:05:00,105673.0,105673.1,105638.9,105638.9,63.882
2025-07-02 00:06:00,105638.9,105638.9,105601.1,105622.7,36.744
2025-07-02 00:07:00,105622.6,105650.0,105622.6,105623.4,42.556
2025-07-02 00:08:00,105623.3,105623.4,105577.9,105584.9,54.548
2025-07-02 00:09:00,105584.9,105598.6,105550.6,105587.8,155.523
2025-07-02 00:10:00,105587.8,105597.3,105567.7,105586.7,23.984
2025-07-02 00:11:00,105586.7,105635.2,105586.6,105635.2,10.684
2025-07-02 00:12:00,105635.3,105666.2,105635.2,105666.2,27.929
2025-07-02 00:13:00,105666.2,105680.0,105640.8,105680.0,33.405
2025-07-02 00:14:00,105679.9,105683.3,105666.6,105683.2,35.849
2025-07-02 00:15:00,105683.3,105738.0,105683.2,105738.0,43.182
2025-07-02 00:16:00,105737.9,105738.0,105670.1,105670.2,59.989
2025-07-02 00:17:00,105670.2,105670.2,105631.2,105662.6,39.53
2025-07-02 00:18:00,105662.6,105670.0,105653.3,105653.4,29.106
2025-07-02 00:19:00,105653.3,105683.8,105653.3,105683.8,9.398
2025-07-02 00:20:00,105683.7,105691.5,105674.3,105674.4,21.186
2025-07-02 00:21:00,105674.4,105682.2,105670.0,105682.2,15.69
2025-07-02 00:22:00,105682.2,105682.2,105675.9,105676.0,8.167
2025-07-02 00:23:00,105676.1,105699.2,105670.1,105692.3,74.535
2025-07-02 00:24:00,105692.4,105692.4,105615.6,105615.6,48.838
2025-07-02 00:25:00,105615.6,105624.7,105604.6,105617.7,63.272
2025-07-02 00:26:00,105617.6,105617.7,105594.2,105600.9,41.899
2025-07-02 00:27:00,105600.8,105639.2,105600.8,105639.1,28.823
2025-07-02 00:28:00,105639.2,105658.0,105639.1,105658.0,14.388
2025-07-02 00:29:00,105658.0,105658.0,105553.1,105578.3,137.417
2025-07-02 00:30:00,105578.4,105592.4,105538.7,105538.7,39.034
2025-07-02 00:31:00,105538.8,105611.0,105538.8,105611.0,53.353
2025-07-02 00:32:00,105611.1,105629.2,105602.1,105622.6,44.722
2025-07-02 00:33:00,105622.6,105632.0,105586.6,105592.5,34.839
2025-07-02 00:34:00,105592.5,105613.4,105573.8,105613.3,30.449
2025-07-02 00:35:00,105613.4,105620.9,105593.7,105593.7,22.97
2025-07-02 00:36:00,105593.7,105604.3,105589.4,105591.9,55.444
2025-07-02 00:37:00,105591.9,105602.3,105588.0,105588.1,26.564
2025-07-02 00:38:00,105588.1,105588.1,105517.3,105526.6,54.066
2025-07-02 00:39:00,105526.6,105535.0,105508.3,105530.1,72.97
2025-07-02 00:40:00,105530.1,105550.5,105530.1,105548.7,18.177
2025-07-02 00:41:00,105548.8,105560.5,105545.3,105560.5,24.592
2025-07-02 00:42:00,105560.7,105626.4,105560.7,105626.3,13.579
2025-07-02 00:43:00,105626.3,105636.1,105565.0,105565.0,46.078
2025-07-02 00:44:00,105565.1,105568.8,105550.6,105550.7,15.912
2025-07-02 00:45:00,105550.7,105550.7,105520.2,105520.3,12.672
2025-07-02 00:46:00,105520.3,105520.3,105441.7,105443.5,88.808
2025-07-02 00:47:00,105443.4,105443.5,105400.0,105400.0,76.458
2025-07-02 00:48:00,105400.1,105417.4,105400.0,105417.4,35.122
2025-07-02 00:49:00,105417.4,105434.4,105400.0,105434.4,97.765
2025-07-02 00:50:00,105434.3,105442.9,105423.5,105424.1,26.285
2025-07-02 00:51:00,105424.1,105450.0,105402.7,105432.3,46.164
2025-07-02 00:52:00,105432.3,105438.7,105418.5,105418.9,23.121
2025-07-02 00:53:00,105418.9,105431.4,105400.0,105408.0,80.911
2025-07-02 00:54:00,105408.1,105408.1,105367.8,105388.1,439.439
2025-07-02 00:55:00,105388.1,105388.2,105340.1,105350.7,76.919
2025-07-02 00:56:00,105350.7,105368.3,105335.1,105335.2,71.131
2025-07-02 00:57:00,105335.2,105335.2,105325.3,105325.6,83.761
2025-07-02 00:58:00,105325.7,105327.7,105321.0,105324.1,85.953
2025-07-02 00:59:00,105324.0,105352.9,105324.0,105336.2,34.301
2025-07-02 01:00:00,105336.1,105344.3,105336.1,105336.2,30.638
2025-07-02 01:01:00,105336.3,105346.8,105324.5,105346.8,40.949
2025-07-02 01:02:00,105346.7,105346.8,105330.0,105342.1,39.918
2025-07-02 01:03:00,105342.1,105349.5,105342.1,105349.5,38.484
2025-07-02 01:04:00,105349.4,105360.2,105349.4,105349.5,37.601
2025-07-02 01:05:00,105349.5,105404.7,105349.4,105372.3,143.224
2025-07-02 01:06:00,105372.3,105372.3,105355.2,105355.2,19.392
2025-07-02 01:07:00,105355.2,105377.6,105355.2,105360.3,34.379
2025-07-02 01:08:00,105360.3,105371.3,105353.1,105371.1,26.027
2025-07-02 01:09:00,105371.1,105371.1,105355.5,105355.5,38.611
2025-07-02 01:10:00,105355.5,105386.9,105330.4,105386.9,107.798
2025-07-02 01:11:00,105386.9,105386.9,105370.9,105379.5,26.886
2025-07-02 01:12:00,105379.5,105396.7,105368.6,105372.1,71.569
2025-07-02 01:13:00,105372.0,105374.1,105367.7,105370.6,25.03
2025-07-02 01:14:00,105370.7,105377.9,105362.6,105377.9,23.155
2025-07-02 01:15:00,105377.8,105383.7,105353.0,105353.0,26.63
2025-07-02 01:16:00,105353.1,105353.1,105291.0,105291.1,131.187
2025-07-02 01:17:00,105291.0,105291.1,105010.0,105116.2,1043.907
2025-07-02 01:18:00,105116.2,105150.0,105116.1,105124.9,156.995
2025-07-02 01:19:00,105125.0,105455.3,105124.9,105419.5,313.004
2025-07-02 01:20:00,105419.5,105539.9,105419.5,105431.5,363.113
2025-07-02 01:21:00,105431.5,105537.3,105429.1,105530.1,113.983
2025-07-02 01:22:00,105530.1,105589.5,105502.4,105526.2,142.922
2025-07-02 01:23:00,105526.1,105553.4,105489.7,105507.0,88.863
2025-07-02 01:24:00,105507.1,105546.0,105507.1,105522.6,68.622
2025-07-02 01:25:00,105522.5,105522.6,105412.4,105447.5,101.063
2025-07-02 01:26:00,105447.5,105488.2,105442.1,105488.1,32.278
2025-07-02 01:27:00,105488.1,105547.0,105488.1,105538.4,81.469
2025-07-02 01:28:00,105538.3,105546.0,105528.6,105546.0,54.233
2025-07-02 01:29:00,105546.0,105585.0,105545.9,105576.4,42.402
2025-07-02 01:30:00,105576.4,105576.4,105555.8,105556.2,47.942
2025-07-02 01:31:00,105556.2,105595.8,105556.2,105560.3,91.931
2025-07-02 01:32:00,105560.4,105562.6,105538.9,105543.5,72.398
2025-07-02 01:33:00,105543.6,105560.0,105528.7,105533.9,61.599
2025-07-02 01:34:00,105533.9,105534.0,105528.1,105528.2,26.628
2025-07-02 01:35:00,105528.1,105580.0,105528.1,105568.7,43.384
2025-07-02 01:36:00,105568.7,105571.2,105561.3,105561.3,28.492
2025-07-02 01:37:00,105561.3,105580.0,105561.3,105580.0,24.267
2025-07-02 01:38:00,105580.0,105627.2,105579.9,105627.2,89.925
2025-07-02 01:39:00,105627.2,105639.0,105598.0,105598.1,71.281
2025-07-02 01:40:00,105598.1,105598.1,105589.1,105589.2,24.367
2025-07-02 01:41:00,105589.1,105594.0,105589.1,105593.9,12.389
2025-07-02 01:42:00,105594.0,105680.0,105593.9,105680.0,112.372
2025-07-02 01:43:00,105680.0,105706.1,105660.5,105692.3,142.752
2025-07-02 01:44:00,105692.2,105731.6,105692.2,105724.3,164.442
2025-07-02 01:45:00,105724.2,105724.3,105709.7,105709.7,62.922
2025-07-02 01:46:00,105709.7,105709.8,105689.2,105689.2,35.936
2025-07-02 01:47:00,105689.3,105692.6,105687.3,105692.6,41.443
2025-07-02 01:48:00,105692.5,105731.1,105692.5,105731.1,58.765
2025-07-02 01:49:00,105731.1,105751.0,105713.0,105713.1,110.069
2025-07-02 01:50:00,105713.0,105713.1,105694.9,105695.0,25.828
2025-07-02 01:51:00,105695.0,105702.0,105644.7,105645.6,75.462
2025-07-02 01:52:00,105645.6,105645.7,105627.2,105627.2,39.063
2025-07-02 01:53:00,105627.2,105627.3,105601.8,105606.3,42.354
2025-07-02 01:54:00,105606.4,105617.8,105606.3,105617.7,18.937
